종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,업종명
000490,대동,KOSPI,,10610,220,2.12,10390,11530,10390,2498997,27631204090,272048760680,25640788,기계
178600,대동고려삼,KONEX,일반기업부,2795,-90,-3.12,2885,2885,2510,18,47895,12436632000,4449600,
020400,대동금속,KOSDAQ,중견기업부,7850,90,1.16,7730,8650,7700,265386,2190555850,25034953100,3189166,금속
008830,대동기어,KOSDAQ,우량기업부,10020,1390,16.11,8780,10970,8660,5834075,59719520410,90054950400,8987520,기계·장비
048470,대동스틸,KOSDAQ,중견기업부,4050,-70,-1.7,4055,4270,4050,205405,851798975,40500000000,10000000,유통
008110,대동전자,KOSPI,,15040,0,0.0,0,0,0,0,0,157776322880,10490447,전기전자
004780,대륙제관,KOSDAQ,우량기업부,4060,0,0.0,4050,4090,4040,3989,16191310,64566987940,15903199,금속
005750,대림B&Co,KOSPI,,3820,20,0.53,3760,3895,3760,3195,12286260,63687956800,16672240,비금속광물
017650,대림제지,KOSDAQ,우량기업부,7850,-20,-0.25,7870,7880,7800,8803,69033400,70650000000,9000000,종이·목재
006570,대림통상,KOSPI,,3110,-25,-0.8,3135,3135,3095,3068,9582275,47349750000,15225000,기계
007720,대명소노시즌,KOSDAQ,중견기업부,563,3,0.54,570,570,560,14922,8388447,56750653350,100800450,유통
389260,대명에너지,KOSDAQ,중견기업부,14060,210,1.52,14000,14350,13930,31895,448715320,239723000000,17050000,건설
317850,대모,KOSDAQ,벤처기업부,8740,-10,-0.11,9000,9000,8720,26388,231261600,72755430800,8324420,기계·장비
290670,대보마그네틱,KOSDAQ,우량기업부,23750,400,1.71,23350,23850,23300,37121,873541000,186619425000,7857660,기계·장비
078140,대봉엘에스,KOSDAQ,우량기업부,13170,-650,-4.7,13310,13720,12610,1009344,13395121240,146010245430,11086579,제약
065150,대산F&B,KOSDAQ,관리종목(소속부없음),145,0,0.0,0,0,0,0,0,18165948725,125282405,유통
001680,대상,KOSPI,,26100,0,0.0,26250,26250,25800,154916,4039884750,904313452500,34648025,음식료품
001685,대상우,KOSPI,,19750,-230,-1.15,19980,19980,19520,18405,363105580,27061904250,1370223,음식료품
084690,대상홀딩스,KOSPI,,11260,-240,-2.09,11450,11630,11140,596748,6756769890,407753177880,36212538,기타금융
084695,대상홀딩스우,KOSPI,,26700,550,2.1,25000,26700,25000,35969,936056000,24389969400,913482,기타금융
036480,대성미생물,KOSDAQ,중견기업부,10430,-10,-0.1,10450,10470,10390,6717,69934980,39634000000,3800000,제약
128820,대성산업,KOSPI,,3740,-5,-0.13,3760,3805,3735,79526,298284310,169180687720,45235478,유통업
117580,대성에너지,KOSPI,,8940,-190,-2.08,9060,9120,8930,169891,1530829710,245850000000,27500000,전기가스업
027830,대성창투,KOSDAQ,중견기업부,1886,-12,-0.63,1899,1900,1840,974134,1821508281,101844000000,54000000,금융
104040,대성파인텍,KOSDAQ,벤처기업부,998,0,0.0,996,1005,996,30497,30493256,35853705886,35925557,운송장비·부품
129920,대성하이텍,KOSDAQ,벤처기업부,4495,0,0.0,4490,4500,4420,27111,120736405,61649163235,13715053,기계·장비
016710,대성홀딩스,KOSPI,,8750,-20,-0.23,8780,8860,8740,6419,56294210,140782766250,16089459,서비스업
438220,대신밸런스제13호스팩,KOSDAQ,SPAC(소속부없음),2615,80,3.16,2535,2625,2515,120635,309854050,14748600000,5640000,금융
442310,대신밸런스제14호스팩,KOSDAQ,SPAC(소속부없음),2390,-15,-0.62,2420,2420,2370,1203,2861980,16036900000,6710000,금융
457390,대신밸런스제15호스팩,KOSDAQ,SPAC(소속부없음),2380,-15,-0.63,2400,2415,2320,21381,51245995,16743300000,7035000,금융
457630,대신밸런스제16호스팩,KOSDAQ,SPAC(소속부없음),2175,-5,-0.23,2180,2180,2170,5214,11341135,15899250000,7310000,금융
471050,대신밸런스제17호스팩,KOSDAQ,SPAC(소속부없음),2180,-20,-0.91,2195,2195,2170,11650,25348115,13210800000,6060000,금융
020180,대신정보통신,KOSDAQ,중견기업부,1012,-13,-1.27,1025,1028,1009,88772,89858214,38890061980,38428915,기타서비스
003540,대신증권,KOSPI,,17130,-40,-0.23,17170,17200,17070,34669,594217260,869748342000,50773400,증권
003547,대신증권2우B,KOSPI,,14460,0,0.0,14480,14500,14410,14955,216272590,144600000000,10000000,증권
003545,대신증권우,KOSPI,,15070,0,0.0,15100,15100,15030,27851,419530890,391820000000,26000000,증권
045390,대아티아이,KOSDAQ,우량기업부,3025,-10,-0.33,3030,3060,3025,183018,554984310,213181965425,70473377,일반전기전자
009190,대양금속,KOSPI,,1588,-8,-0.5,1591,1591,1560,265517,417525579,62898758520,39608790,철강금속
108380,대양전기공업,KOSDAQ,우량기업부,12800,-250,-1.92,13010,13100,12770,62805,808265390,122461862400,9567333,운송장비·부품
014160,대영포장,KOSPI,,1134,8,0.71,1126,1148,1121,142017,160814746,122919418566,108394549,종이목재
047040,대우건설,KOSPI,,3990,95,2.44,3930,4030,3900,3944253,15695425160,1658334325620,415622638,건설업
009320,대우부품,KOSPI,,1201,-4,-0.33,1209,1217,1190,40577,48853705,59209023770,49299770,운수장비
003090,대웅,KOSPI,,20850,250,1.21,20450,21550,20450,204372,4291529100,1212260283000,58141980,의약품
069620,대웅제약,KOSPI,,123500,1100,0.9,122300,124600,120700,46373,5726724400,1430942012500,11586575,의약품
007680,대원,KOSDAQ,벤처기업부,4015,55,1.39,3960,4020,3935,4589,18246790,53987593110,13446474,건설
000430,대원강업,KOSPI,,5140,-70,-1.34,5210,5240,5140,227335,1175176600,318680000000,62000000,운수장비
048910,대원미디어,KOSDAQ,우량기업부,8990,0,0.0,9010,9070,8970,15627,140751930,113084724540,12578946,유통
005710,대원산업,KOSDAQ,우량기업부,6280,-10,-0.16,6290,6290,6210,1360,8500930,125836128000,20037600,운송장비·부품
006340,대원전선,KOSPI,,4275,15,0.35,4525,4545,4225,17110121,74825182385,320535973125,74979175,전기전자
006345,대원전선우,KOSPI,,5760,-50,-0.86,6340,6480,5710,519879,3110543080,15098112000,2621200,전기전자
003220,대원제약,KOSPI,,15340,-260,-1.67,15320,15840,15040,1527307,23556844730,340397575960,22190194,의약품
024890,대원화성,KOSPI,,1524,-9,-0.59,1517,1546,1501,40096,61293349,62863707648,41249152,화학
290380,대유,KOSDAQ,관리종목(소속부없음),2300,0,0.0,0,0,0,0,0,56841307600,24713612,화학
002880,대유에이텍,KOSPI,,1202,-28,-2.28,1230,1230,1194,145907,175760300,56186312040,46744020,운수장비
000300,대유플러스,KOSPI,,241,0,0.0,0,0,0,0,0,30475633069,126454909,전기전자
120240,대정화금,KOSDAQ,우량기업부,15980,20,0.13,15960,16070,15940,3257,52072490,114902448180,7190391,화학
003310,대주산업,KOSDAQ,우량기업부,1568,13,0.84,1552,1568,1551,53855,83926995,55495204800,35392350,음식료·담배
114920,대주이엔티,KONEX,일반기업부,2795,0,0.0,0,0,0,0,0,9697252500,3469500,
078600,대주전자재료,KOSDAQ,우량기업부,125900,-3300,-2.55,129100,130400,125700,244931,31154895600,1949006658700,15480593,일반전기전자
012800,대창,KOSPI,,1427,-31,-2.13,1446,1449,1421,552500,790581097,130057492073,91140499,철강금속
015230,대창단조,KOSPI,,5290,110,2.12,5170,5320,5170,46408,243549680,151147096700,28572230,운수장비
096350,대창솔루션,KOSDAQ,벤처기업부,405,-1,-0.25,406,409,400,152408,61481173,66323208645,163761009,금속
140520,대창스틸,KOSDAQ,우량기업부,2455,30,1.24,2415,2460,2410,8050,19613435,51823191565,21109243,금속
131220,대한과학,KOSDAQ,벤처기업부,5330,0,0.0,5320,5340,5270,2616,13899990,39732431700,7454490,유통
010170,대한광통신,KOSDAQ,중견기업부,1229,-3,-0.24,1250,1251,1200,461859,566200640,91574223014,74511166,일반전기전자
054670,대한뉴팜,KOSDAQ,우량기업부,10560,960,10.0,10220,11300,9320,13878155,145560575620,151587955200,14354920,제약
001070,대한방직,KOSPI,,6120,10,0.16,6110,6300,6110,2064,12718040,32436000000,5300000,섬유의복
023910,대한약품,KOSDAQ,우량기업부,28250,50,0.18,28150,28250,28050,3766,105948700,169500000000,6000000,제약
006650,대한유화,KOSPI,,128400,200,0.16,128700,131200,126800,29023,3735899600,834600000000,6500000,화학
001440,대한전선,KOSPI,,15460,-670,-4.15,16230,16340,15340,4557737,71867328340,2882475258000,186447300,전기전자
084010,대한제강,KOSPI,,12120,120,1.0,12100,12360,12020,12380,150833950,283782491640,23414397,철강금속
001790,대한제당,KOSPI,,3045,-15,-0.49,3055,3060,3040,184293,561704955,273126086100,89696580,음식료품
001795,대한제당우,KOSPI,,2755,-35,-1.25,2765,2795,2750,18219,50331380,17860003800,6482760,음식료품
001130,대한제분,KOSPI,,141800,-300,-0.21,143500,143500,141000,433,61349200,239642000000,1690000,음식료품
003490,대한항공,KOSPI,,22100,-150,-0.67,22250,22350,21900,707146,15597157500,8137676608100,368220661,운수창고업
003495,대한항공우,KOSPI,,23900,100,0.42,23800,23900,23700,1419,33780400,26547976600,1110794,운수창고업
005880,대한해운,KOSPI,,2230,-60,-2.62,2290,2305,2215,5016811,11290404740,711765735800,319177460,운수창고업
003830,대한화섬,KOSPI,,105600,0,0.0,106000,106000,104900,136,14315700,140236800000,1328000,화학
016090,대현,KOSPI,,1939,2,0.1,1928,1944,1928,24624,47725993,85863399090,44282310,섬유의복
069460,대호에이엘,KOSPI,,1183,-72,-5.74,1224,1249,1160,714727,852001389,79905611968,67544896,철강금속
021040,대호특수강,KOSDAQ,중견기업부,3965,-5,-0.13,3970,3980,3960,2004,7955945,43029714455,10852387,금속
021045,대호특수강우,KOSDAQ,중견기업부,7850,110,1.42,7740,7880,7680,512,3964520,3330331100,424246,금속
067080,대화제약,KOSDAQ,중견기업부,10980,430,4.08,10530,11150,10510,342357,3745560070,204410817000,18616650,제약
298540,더네이쳐홀딩스,KOSDAQ,우량기업부,12480,230,1.88,12250,12620,12100,75942,940884400,184093428480,14751076,섬유·의류
032860,더라미,KOSDAQ,투자주의환기종목(소속부없음),3640,0,0.0,0,0,0,0,0,147040941320,40395863,기타서비스
192080,더블유게임즈,KOSPI,,46450,150,0.32,46350,48250,46250,87373,4093048300,998484833700,21495906,서비스업
393890,더블유씨피,KOSDAQ GLOBAL,기술성장기업부,30000,-200,-0.66,30200,30900,30000,181465,5494747100,1010895540000,33696518,일반전기전자
299170,더블유에스아이,KOSDAQ,중견기업부,1854,-10,-0.54,1875,1899,1848,119568,222975520,55671843402,30027963,유통
012510,더존비즈온,KOSPI,,70800,-700,-0.98,71000,71800,69700,185992,13143448700,2151101107200,30382784,서비스업
224060,더코디,KOSDAQ,중견기업부,5510,-10,-0.18,5520,5520,5430,3903,21383640,26163672980,4748398,기계·장비
302920,더콘텐츠온,KONEX,일반기업부,6000,0,0.0,0,0,0,0,0,27314154000,4552359,
043090,더테크놀로지,KOSDAQ,투자주의환기종목(소속부없음),398,5,1.27,393,404,389,85322,33721315,28263075296,71012752,유통
213420,덕산네오룩스,KOSDAQ GLOBAL,우량기업부,39850,-900,-2.21,40300,40600,39600,66524,2655671000,989522483150,24831179,일반전기전자
317330,덕산테코피아,KOSDAQ,우량기업부,50000,-1500,-2.91,50800,52000,48550,520945,26132178150,1022969200000,20459384,화학
077360,덕산하이메탈,KOSDAQ,우량기업부,6590,-20,-0.3,6580,6610,6470,149093,974739220,299429843180,45437002,일반전기전자
004830,덕성,KOSPI,,8140,70,0.87,8000,8140,7950,606534,5184543420,127635200000,15680000,화학
004835,덕성우,KOSPI,,12190,-70,-0.57,12090,12190,12080,28048,366266850,16968480000,1392000,화학
090410,덕신이피씨,KOSDAQ,우량기업부,1607,4,0.25,1609,1609,1593,71179,113834881,74057140665,46084095,금속
024900,덕양산업,KOSPI,,4145,-55,-1.31,4220,4230,4130,62158,259532635,134981842100,32564980,운수장비
263600,덕우전자,KOSDAQ,우량기업부,7320,20,0.27,7300,7330,7190,28801,209391590,116609869200,15930310,일반전기전자
194480,데브시스터즈,KOSDAQ,벤처기업부,50900,-1000,-1.93,51700,52600,50600,114945,5903739600,611481042000,12013380,출판·매체복제
263800,데이타솔루션,KOSDAQ,중견기업부,5140,-10,-0.19,5110,5180,5110,37454,192180220,83352193200,16216380,유통
199150,데이터스트림즈,KONEX,일반기업부,4300,100,2.38,4300,4300,4300,1,4300,18355035900,4268613,
206560,덱스터,KOSDAQ,기술성장기업부,6200,-30,-0.48,6200,6570,6140,257466,1620429410,157552763200,25411736,오락·문화
261200,덴티스,KOSDAQ,벤처기업부,8940,20,0.22,9000,9010,8810,28208,250982030,141338718000,15809700,의료·정밀기기
145720,덴티움,KOSPI,,105800,1400,1.34,104400,105800,103200,60054,6281829200,1171082214000,11068830,의료정밀
227420,도부마스크,KONEX,일반기업부,1808,0,0.0,0,0,0,0,0,29731674080,16444510,
067990,도이치모터스,KOSDAQ,우량기업부,4715,5,0.11,4720,4720,4610,79865,372335780,142306008250,30181550,유통
002150,도화엔지니어링,KOSPI,,7460,-40,-0.53,7500,7540,7450,30708,230031070,251551200000,33720000,서비스업
006620,동구바이오제약,KOSDAQ,우량기업부,7060,70,1.0,6970,7070,6910,206936,1448349470,200962843520,28464992,제약
100130,동국S&C,KOSDAQ,중견기업부,2865,-5,-0.17,2855,2880,2845,67268,192443195,163714695000,57143000,금속
005160,동국산업,KOSDAQ,우량기업부,6770,140,2.11,6580,6830,6580,218905,1470267280,367235143140,54244482,금속
460850,동국씨엠,KOSPI,,6840,20,0.29,6830,6880,6800,29325,200677140,204506807040,29898656,철강금속
075970,동국알앤에스,KOSDAQ,중견기업부,3120,-35,-1.11,3160,3185,3115,63907,201365710,57408000000,18400000,비금속
460860,동국제강,KOSPI,,9670,80,0.83,9600,9770,9570,149606,1450341620,479709524390,49608017,철강금속
086450,동국제약,KOSDAQ GLOBAL,우량기업부,18700,-50,-0.27,18770,19040,18530,130325,2444594660,831402000000,44460000,제약
001230,동국홀딩스,KOSPI,,8390,90,1.08,8310,8450,8300,47405,396576620,266806052370,31800483,기타금융
023450,동남합성,KOSPI,,31550,0,0.0,31650,32000,31500,271,8562100,110425000000,3500000,화학
004140,동방,KOSPI,,2775,-55,-1.94,2825,2840,2690,973337,2686464185,133121650650,47971766,운수창고업
099410,동방선기,KOSDAQ,중견기업부,2695,-5,-0.19,2675,2725,2675,34061,92036080,37730000000,14000000,운송장비·부품
007590,동방아그로,KOSPI,,6300,-10,-0.16,6330,6330,6290,2151,13560310,85790735100,13617577,화학
005960,동부건설,KOSPI,,4800,5,0.1,4800,4840,4770,30157,145075030,110142456000,22946345,건설업
005965,동부건설우,KOSPI,,22500,0,0.0,22500,22500,22200,1195,26643550,5078970000,225732,건설업
026960,동서,KOSPI,,19150,-40,-0.21,19190,19250,19010,63177,1208615790,1909255000000,99700000,유통업
002210,동성제약,KOSPI,,4705,0,0.0,4705,4745,4655,63874,299927720,122805063850,26100970,의약품
102260,동성케미컬,KOSPI,,4385,-5,-0.11,4410,4410,4355,70517,308287975,217889457280,49689728,서비스업
033500,동성화인텍,KOSDAQ,우량기업부,12140,50,0.41,12050,12180,12020,68626,830632260,364072457160,29989494,화학
025950,동신건설,KOSDAQ,우량기업부,22000,-250,-1.12,22100,22500,21800,36874,817975100,184800000000,8400000,건설
000640,동아쏘시오홀딩스,KOSPI,,107200,100,0.09,107200,107600,106000,2214,236793600,680603473600,6348913,기타금융
170900,동아에스티,KOSPI,,69100,2300,3.44,66400,69200,66000,38062,2598628200,610500642100,8835031,의약품
088130,동아엘텍,KOSDAQ,중견기업부,8340,-90,-1.07,8420,8430,8200,21317,176569300,88928902920,10662938,기계·장비
028100,동아지질,KOSPI,,13030,10,0.08,13030,13210,12970,10258,133227480,183105977380,14052646,건설업
282690,동아타이어,KOSPI,,12490,-50,-0.4,12500,12510,11760,42728,527182370,171525357350,13733015,화학
041930,동아화성,KOSDAQ,우량기업부,7160,-30,-0.42,7170,7220,7130,22875,163806670,113128000000,15800000,화학
001520,동양,KOSPI,,864,-3,-0.35,865,868,862,78589,67954032,206223030432,238684063,비금속광물
001527,동양2우B,KOSPI,,10210,-180,-1.73,10490,10490,10210,163,1670540,3150489490,308569,비금속광물
084670,동양고속,KOSPI,,9700,0,0.0,9700,9800,9630,893,8692480,28087019300,2895569,운수창고업
082640,동양생명,KOSPI,,7890,-390,-4.71,8220,8530,7690,853572,6869295090,1273119235650,161358585,보험
060380,동양에스텍,KOSDAQ,우량기업부,2010,-45,-2.19,2030,2065,1994,87198,176042828,39597000000,19700000,금속
001525,동양우,KOSPI,,5050,-30,-0.59,5080,5130,5050,55,280420,3119541550,617731,비금속광물
079960,동양이엔피,KOSDAQ,우량기업부,19650,0,0.0,19640,19650,19400,38126,743810870,154449000000,7860000,일반전기전자
008970,동양철관,KOSPI,,926,-28,-2.94,950,954,921,2546178,2372502019,133016078398,143645873,철강금속
228340,동양파일,KOSDAQ,우량기업부,2170,0,0.0,2155,2290,2130,29913,65207395,43400000000,20000000,비금속
092780,동양피스톤,KOSPI,,6750,130,1.96,6620,6950,6520,49710,333548280,88887105000,13168460,운수장비
088910,동우팜투테이블,KOSDAQ,우량기업부,2445,-5,-0.2,2450,2460,2430,38508,94155435,63158662980,25831764,음식료·담배
094170,동운아나텍,KOSDAQ,벤처기업부,20300,300,1.5,19940,20500,19680,223786,4511580500,384741454300,18952781,일반전기전자
049770,동원F&B,KOSPI,,43500,-800,-1.81,44300,44650,42750,46819,2050629650,839359470000,19295620,음식료품
013120,동원개발,KOSDAQ,우량기업부,2635,45,1.74,2610,2650,2600,53687,140612145,239279343500,90808100,건설
018500,동원금속,KOSPI,,1599,-12,-0.74,1611,1622,1598,107173,171859017,74761137867,46754933,운수장비
006040,동원산업,KOSPI,,34550,700,2.07,33850,34800,33750,35940,1235448000,1244556472250,36021895,기타금융
030720,동원수산,KOSPI,,6760,-80,-1.17,6840,6980,6670,18009,122305810,31459721800,4653805,"농업, 임업 및 어업"
014820,동원시스템즈,KOSPI,,48250,1700,3.65,46900,48500,45500,75726,3615666300,1398829356500,28991282,화학
014825,동원시스템즈우,KOSPI,,24250,300,1.25,23950,24250,23850,126,3028600,6404691750,264111,화학
111380,동인기연,KOSPI,,21600,200,0.93,21250,21800,21250,5813,124998650,132364800000,6128000,기타제조업
163560,동일고무벨트,KOSPI,,7990,-100,-1.24,8060,8150,7940,69716,557891280,111061000000,13900000,화학
109860,동일금속,KOSDAQ,우량기업부,9070,-10,-0.11,9080,9080,9020,3206,28958610,82537000000,9100000,금속
032960,동일기연,KOSDAQ,중견기업부,11450,-40,-0.35,11550,11590,11420,17758,204376480,45643398350,3986323,일반전기전자
004890,동일산업,KOSPI,,42350,-50,-0.12,42450,42450,41800,814,34218300,102707855250,2425215,철강금속
002690,동일제강,KOSPI,,1643,5,0.31,1628,1648,1628,6773,11098750,33353491480,20300360,철강금속
023790,동일철강,KOSDAQ,관리종목(소속부없음),1076,15,1.41,1050,1149,1050,123709,135044044,22425276460,20841335,금속
005290,동진쎄미켐,KOSDAQ,우량기업부,38300,-300,-0.78,38350,38550,37900,433797,16586640600,1969175120200,51414494,화학
025900,동화기업,KOSDAQ,중견기업부,13160,-20,-0.15,13200,13340,13040,154921,2032941000,665264846400,50552040,종이·목재
000020,동화약품,KOSPI,,8340,200,2.46,8150,8340,8100,121596,1001073060,232948459800,27931470,의약품
000150,두산,KOSPI,,237000,-4500,-1.86,263500,263500,221000,626925,150539605500,3916148895000,16523835,기타금융
000157,두산2우B,KOSPI,,124900,7800,6.66,143000,149300,122000,71229,9437987600,111540446200,893038,기타금융
454910,두산로보틱스,KOSPI,,105700,20400,23.92,95000,109300,92200,15292160,1552990227300,6851471886000,64819980,기계
241560,두산밥캣,KOSPI,,54600,2600,5.0,51500,59500,49850,6789108,366749381750,5473604463600,100249166,기계
034020,두산에너빌리티,KOSPI,,20900,-950,-4.35,20800,21700,19970,25828467,536557704100,13387727951400,640561146,기계
000155,두산우,KOSPI,,120000,5600,4.9,130200,133000,112800,288811,35433635200,479575440000,3996462,기타금융
131970,두산테스나,KOSDAQ GLOBAL,우량기업부,41550,-850,-2.0,42200,42400,41350,163067,6805036000,706622817300,17006566,기타서비스
336260,두산퓨얼셀,KOSPI,,20950,450,2.2,20650,21250,20250,330942,6867245950,1372093559700,65493726,전기전자
33626K,두산퓨얼셀1우,KOSPI,,6590,120,1.85,6530,6630,6470,13717,89480480,88070078000,13364200,전기전자
33626L,두산퓨얼셀2우B,KOSPI,,10530,-70,-0.66,10930,10930,10340,6369,67463930,31445739000,2986300,전기전자
016740,두올,KOSPI,,3480,-20,-0.57,3495,3550,3470,55682,194112580,111592046400,32066680,운수장비
073190,듀오백,KOSDAQ,중견기업부,2560,40,1.59,2520,2595,2500,25886,66011625,30638182400,11968040,기타제조
176750,듀켐바이오,KONEX,일반기업부,13660,-20,-0.15,13680,13700,13420,14821,201186510,369164505200,27025220,
030350,드래곤플라이,KOSDAQ,중견기업부,398,-6,-1.49,404,410,397,373865,150986230,27616811254,69388973,출판·매체복제
203650,드림시큐리티,KOSDAQ,우량기업부,2990,0,0.0,2990,3010,2965,85282,254236565,151311204460,50605754,출판·매체복제
223250,드림씨아이에스,KOSDAQ,벤처기업부,4130,-130,-3.05,4135,4255,3920,399438,1616588855,98291208120,23799324,기타서비스
060570,드림어스컴퍼니,KOSDAQ,중견기업부,2270,-50,-2.16,2300,2350,2270,54751,125555325,171660970710,75621573,오락·문화
362990,드림인사이트,KOSDAQ,벤처기업부,2560,-25,-0.97,2580,2620,2550,41602,106943865,42219432960,16491966,기타서비스
192650,드림텍,KOSPI,,9240,-160,-1.7,9400,9450,9200,175954,1631918390,636380624880,68872362,전기전자
217620,디딤이앤에프,KOSDAQ,관리종목(소속부없음),381,0,0.0,0,0,0,0,0,22001687010,57747210,숙박·음식
016670,디모아,KOSDAQ,중견기업부,7240,-110,-1.5,7290,7350,7100,27780,200578390,25844150160,3569634,유통
187870,디바이스이엔지,KOSDAQ,우량기업부,16260,160,0.99,16100,16260,16020,4601,74175230,114415262340,7036609,기계·장비
024090,디씨엠,KOSPI,,12160,-80,-0.65,12240,12240,12090,3066,37272410,138624000000,11400000,철강금속
003160,디아이,KOSPI,,20150,-1800,-8.2,21300,21350,19630,2004961,40520666340,570245000000,28300000,의료정밀
092200,디아이씨,KOSPI,,5120,-80,-1.54,5160,5220,5120,329528,1697656720,199109473280,38888569,운수장비
110990,디아이티,KOSDAQ,우량기업부,22550,-550,-2.38,22400,22900,22200,118134,2656459150,426195000000,18900000,기계·장비
263690,디알젬,KOSDAQ,우량기업부,8400,-20,-0.24,8480,8480,8270,6089,50952970,95135124000,11325610,의료·정밀기기
214680,디알텍,KOSDAQ,우량기업부,3665,15,0.41,3640,3835,3605,1723711,6458066780,270209850820,73727108,의료·정밀기기
347850,디앤디파마텍,KOSDAQ,기술성장기업부,35000,2050,6.22,34050,35850,33200,865214,30096339000,368049115000,10515689,기타서비스
377190,디앤디플랫폼리츠,KOSPI,,3350,25,0.75,3325,3355,3310,40986,136737115,215740000000,64400000,서비스업
263720,디앤씨미디어,KOSDAQ,우량기업부,25000,-600,-2.34,25300,25900,24950,35655,903554350,313111825000,12524473,출판·매체복제
376300,디어유,KOSDAQ,기술성장기업부,27350,2200,8.75,25150,28100,25150,354843,9660990350,649245404100,23738406,출판·매체복제
109740,디에스케이,KOSDAQ,벤처기업부,6250,-50,-0.79,6380,6380,6160,9346,58168180,160689937500,25710390,기계·장비
196490,디에이테크놀로지,KOSDAQ,관리종목(소속부없음),203,0,0.0,0,0,0,0,0,34390100080,169409360,기계·장비
066900,디에이피,KOSDAQ,우량기업부,2850,-35,-1.21,2880,2880,2840,9680,27654385,64821833550,22744503,일반전기전자
127120,디엔에이링크,KOSDAQ,벤처기업부,3200,-35,-1.08,3290,3290,3105,240957,761413330,59796979200,18686556,기타서비스
092070,디엔에프,KOSDAQ,우량기업부,17690,-140,-0.79,17600,17800,17560,25844,455113850,204706168020,11571858,화학
039840,디오,KOSDAQ,우량기업부,19500,240,1.25,19150,19550,19140,24936,483276890,309694222500,15881755,의료·정밀기기
013570,디와이,KOSPI,,5190,60,1.17,5130,5200,5100,62114,320240400,136598895270,26319633,기타금융
219550,디와이디,KOSDAQ,중견기업부,806,55,7.32,789,815,737,1903766,1485543882,63246047046,78469041,유통
310870,디와이씨,KOSDAQ,벤처기업부,1316,16,1.23,1300,1320,1285,23541,30587309,27224448636,20687271,운송장비·부품
210540,디와이파워,KOSPI,,13140,-20,-0.15,13160,13200,13070,10718,140445110,145088043120,11041708,기계
104460,디와이피엔에프,KOSDAQ,중견기업부,15320,-310,-1.98,15630,15760,15240,50250,775602180,164132735000,10713625,기계·장비
079810,디이엔티,KOSDAQ,중견기업부,10250,-150,-1.44,10440,10850,10220,155912,1614645410,225787963500,22028094,기계·장비
113810,디젠스,KOSDAQ,중견기업부,943,-7,-0.74,949,949,933,35005,32905522,30768252093,32628051,운송장비·부품
043360,디지아이,KOSDAQ,벤처기업부,2410,115,5.01,2345,2470,2270,17145,40109360,21690000000,9000000,일반전기전자
197140,디지캡,KOSDAQ,벤처기업부,3645,-25,-0.68,3665,3690,3630,13638,49972445,47432946330,13013154,출판·매체복제
068930,디지털대성,KOSDAQ,우량기업부,6950,170,2.51,6760,6950,6760,11470,79109490,192343626900,27675342,기타서비스
033130,디지틀조선,KOSDAQ,중견기업부,1801,-18,-0.99,1818,1818,1796,66886,120503628,66844595867,37115267,기타서비스
105740,디케이락,KOSDAQ,우량기업부,8580,-290,-3.27,8790,8850,8550,113492,984243150,87142881540,10156513,기계·장비
263020,디케이앤디,KOSDAQ,벤처기업부,3115,10,0.32,3105,3155,3065,24869,77221550,46942523565,15069831,화학
290550,디케이티,KOSDAQ,우량기업부,11310,-470,-3.99,11680,11730,11290,203668,2327914130,224279562000,19830200,일반전기전자
066670,디티씨,KOSDAQ,우량기업부,4165,-40,-0.95,4180,4205,4150,16877,70386295,77851838470,18691918,일반전기전자
187220,디티앤씨,KOSDAQ,벤처기업부,4480,5,0.11,4430,4555,4365,253685,1129877410,52407134080,11698021,기타서비스
383930,디티앤씨알오,KOSDAQ,중견기업부,9660,630,6.98,9050,9900,8870,2075342,19526498410,123363145920,12770512,기타서비스
131180,딜리,KOSDAQ,벤처기업부,1014,-5,-0.49,1015,1019,1005,15351,15513338,29760900000,29350000,일반전기전자
315640,딥노이드,KOSDAQ,기술성장기업부,7720,400,5.46,7300,7800,7270,338165,2559338270,173092188960,22421268,출판·매체복제
223310,딥마인드,KOSDAQ,중견기업부,3925,55,1.42,3845,4000,3755,71729,278151900,89644546875,22839375,유통
317120,라닉스,KOSDAQ,기술성장기업부,4560,-290,-5.98,4640,4660,4435,291696,1314271075,44049600000,9660000,일반전기전자
462510,라메디텍,KOSDAQ,기술성장기업부,16380,-700,-4.1,17260,17400,16330,197778,3319059850,141699039300,8650735,의료·정밀기기
042510,라온시큐어,KOSDAQ,벤처기업부,2310,15,0.65,2335,2370,2300,199606,464920640,129419762010,56025871,출판·매체복제
232680,라온테크,KOSDAQ,기술성장기업부,8730,-90,-1.02,8840,8850,8700,20229,177026420,109423862820,12534234,기계·장비
418420,라온텍,KOSDAQ,기술성장기업부,5130,-70,-1.35,5140,5340,5040,638003,3292125090,154456261290,30108433,일반전기전자
300120,라온피플,KOSDAQ,벤처기업부,6370,-110,-1.7,6430,6500,6370,50888,327260350,132878276440,20860012,출판·매체복제
171120,라이온켐텍,KOSDAQ,중견기업부,2635,0,0.0,2610,2650,2605,14041,36882710,94601137600,35901760,화학
388790,라이콤,KOSDAQ,벤처기업부,4180,-280,-6.28,4135,4275,4050,2096324,8696632830,125040227400,29913930,일반전기전자
